Kanji,Kanji_Core_Meaning,Word,Word_Reading,English_Meaning,Connection_Type,Figurative_Note,Position_in_Deck
袋,"sack, bag",袋,ふくろ,"bag, sack",direct,,1627
画,"brush-stroke, picture",計画,けいかく,"plan, project",direct,,955
画,"brush-stroke, picture",映画,えいが,movie,direct,,956
画,"brush-stroke, picture",映画館,えいがかん,movie theater,direct,,996
映,"reflect, reflection",映画,えいが,movie,direct,,956
映,"reflect, reflection",映画館,えいがかん,movie theater,direct,,996
面,"mask, face",面白い,おもしろい,"interesting, amusing",figurative,face + white → a face brightened (by delight) → interesting,958
面,"mask, face",真面目,まじめ,"serious, sober, earnest",direct,,963
面,"mask, face",洗面所,せんめんじょ,"washroom, bathroom",direct,,1242
写,"copy, be photographed",写る,うつる,"<div>to appear in a photo, (picture) to come out well</div>",direct,,959
写,"copy, be photographed",写す,うつす,"copy, photograph",direct,,960
写,"copy, be photographed",写真,しゃしん,photograph,direct,,961
真,"true, reality",写真,しゃしん,photograph,direct,,961
真,"true, reality",真っ赤,まっか,deep red,direct,,962
真,"true, reality",真面目,まじめ,"serious, sober, earnest",direct,,963
真,"true, reality",真っ白,まっしろ,pure-white,direct,,964
真,"true, reality",真っ暗,まっくら,pitch-dark,direct,,965
真,"true, reality",真っ黒,まっくろ,"deep-black, jet-black",direct,,966
真,"true, reality",真っ青,まっさお,"deep-blue, pale (skin)",direct,,967
真,"true, reality",真っ直ぐ,まっすぐ,"dead straight, honestly",direct,,975
真,"true, reality",真ん中,まんなか,"center, middle",direct,,1896
形,"shape, form",人形,にんぎょう,doll,direct,,969
形,"shape, form",形,かたち,"shape, form",direct,,970
型,"mould, type",大型,おおがた,"large, large scale",direct,,971
類,"sort, kind",種類,しゅるい,"kind, variety, species",direct,,972
種,"species, kind",種類,しゅるい,"kind, variety, species",direct,,972
接,"touch, contact",直接,ちょくせつ,directly,direct,,976
角,"angle, corner",角,かど,"corner, edge, angle",direct,,977
角,"angle, corner",三角,さんかく,triangle,direct,,979
角,"angle, corner",四角,しかく,"square, quadrilateral",direct,,980
角,"angle, corner",四角い,しかくい,"square, four-sided",direct,,981
角,"angle, corner",四つ角,よつかど,"street corner, intersection",direct,,982
角,"angle, corner",曲がり角,まがりかど,street corner,direct,,985
様,"esq., way",同様,どうよう,"similar, same",direct,,986
様,"esq., way",皆様,みなさま,everyone (敬語),direct,,1418
似,"becoming, resemble",似ている,にている,"look like, resemble",direct,,990
以,"by means of, because",以上,いじょう,"more than,&nbsp;not less than",figurative,"by means of + above → ""from above this point"" → more than",992
旅,"trip, travel",旅行,りょこう,"travel, trip",direct,,993
旅,"trip, travel",旅館,りょかん,Japanese inn,direct,,995
宿,"inn, lodging",宿題,しゅくだい,homework,direct,,997
洋,"ocean, sea",洋服,ようふく,clothes,direct,,1000
室,"room, apartment",教室,きょうしつ,"classroom, class",direct,,1001
室,"room, apartment",図書室,としょしつ,library room,direct,,1002
室,"room, apartment",事務室,じむしつ,office,direct,,1180
窓,"window, pane",窓,まど,"window, windowpane",direct,,1003
族,"tribe, family",家族,かぞく,"family, household",direct,,1007
歳,"year-end, age",万歳,ばんざい,Banzai! Hurrah! Long live...!,direct,,1008
歳,"year-end, age",二十歳,はたち,20 years old,direct,,1009
者,"someone, person",若者,わかもの,"young person, youth",direct,,1012
者,"someone, person",医者,いしゃ,doctor,direct,,1055
者,"someone, person",お医者さん,おいしゃさん,doctor,direct,,1056
者,"someone, person",歯医者,はいしゃ,dentist,direct,,1057
者,"someone, person",記者,きしゃ,"journalist, reporter",direct,,1139
者,"someone, person",患者,かんじゃ,patient,direct,,1435
者,"someone, person",業者,ぎょうしゃ,business man,direct,,1907
果,"fruit, reward",結果,けっか,"result, outcome",direct,,1016
果,"fruit, reward",果物,くだもの,fruit,direct,,1017
果,"fruit, reward",効果,こうか,"effect, result",direct,,1020
課,"chapter, lesson",課題,かだい,"task, problem",direct,,1018
課,"chapter, lesson",課,か,"section, division, lesson",direct,,1019
効,"merit, efficacy",効果,こうか,"effect, result",direct,,1020
由,"wherefore, a reason",理由,りゆう,"reason, cause",direct,,1025
由,"wherefore, a reason",自由,じゆう,"freedom, free",direct,,1026
信,"faith, truth",信じる,しんじる,"believe, trust, have faith in",direct,,1027
信,"faith, truth",信号,しんごう,"signal, traffic light",direct,,1028
頼,"trust, request",頼む,たのむ,"ask, request",direct,,1029
民,"people, nation",市民,しみん,"citizens, townsmen",direct,,1030
民,"people, nation",住民,じゅうみん,"residents, inhabitants",direct,,1032
議,"deliberation, consultation",議員,ぎいん,legislator,direct,,1034
議,"deliberation, consultation",会議,かいぎ,"conference, meeting",direct,,1035
対,"vis-a-vis, opposite",対する,たいする,"in response to, face",direct,,1036
対,"vis-a-vis, opposite",対立,たいりつ,"opposition, antagonism",direct,,1037
対,"vis-a-vis, opposite",反対,はんたい,"oppose, the opposite",direct,,1038
対,"vis-a-vis, opposite",対策,たいさく,"measure, countermeasure",direct,,1155
対,"vis-a-vis, opposite",対象,たいしょう,"target, subject",figurative,"face/pair + image/symbol → the ""image"" one faces → target, subject",1202
対,"vis-a-vis, opposite",絶対に,ぜったいに,"absolutely, unconditionally",figurative,"cut off + face/opposite → ""nothing opposing it"" → absolutely",1551
反,anti-,反対,はんたい,"oppose, the opposite",direct,,1038
特,special,特に,とくに,"specially, particularly",direct,,1040
特,special,特急,とっきゅう,limited express (train),direct,,1041
特,special,特別,とくべつ,"special, extraordinary",direct,,1042
特,special,特徴,とくちょう,distinguishing characteristic,direct,,1511
般,"carrier, carry",一般,いっぱん,"general, common",figurative,"one + sort/kind → ""of one kind"" → general, common",1045
的,"bull's eye, mark",目的,もくてき,"objective, purpose",figurative,"eye + -like/aim → the eye extended to ""aim"" → objective, purpose",1046
的,"bull's eye, mark",具体的,ぐたいてき,"specific, concrete",figurative,"tool/equip + body → ""equipped with a body"" → concrete, specific",1084
普,"universal, wide(ly)",普通,ふつう,"normal, regular",figurative,"spread/universal + pass through → widely passing through → normal, regular",1047
普,"universal, wide(ly)",普及,ふきゅう,"spreading, becoming popular",direct,,1480
並,"row, and",並ぶ,ならぶ,"line up, be parallel",direct,,1048
並,"row, and",並べる,ならべる,"line (st) up, display, set up",direct,,1049
和,"harmony, japanese style",平和,へいわ,"peace, harmony",direct,,1050
和,"harmony, japanese style",昭和,しょうわ,Showa era,direct,,1723
等,"etc., and so forth",高等学校,こうとうがっこう,senior high school,direct,,1051
院,"inst., institution",病院,びょういん,hospital,direct,,1052
院,"inst., institution",入院,にゅういん,be hospitalized,direct,,1053
院,"inst., institution",大学院,だいがくいん,graduate school,direct,,1054
院,"inst., institution",退院,たいいん,discharge from a hospital,direct,,1189
院,"inst., institution",美容院,びよういん,hair salon,direct,,1507
医,"doctor, medicine",医者,いしゃ,doctor,direct,,1055
医,"doctor, medicine",お医者さん,おいしゃさん,doctor,direct,,1056
医,"doctor, medicine",歯医者,はいしゃ,dentist,direct,,1057
歯,"tooth, cog",歯医者,はいしゃ,dentist,direct,,1057
歯,"tooth, cog",歯,は,"tooth, cog",direct,,1058
歯,"tooth, cog",歯ブラシ,はぶらし,toothbrush,direct,,1059
歯,"tooth, cog",歯磨き,はみがき,"toothpaste, brushing one's teeth",direct,,1746
科,"department, course",科学,かがく,science,direct,,1060
科,"department, course",教科書,きょうかしょ,"textbook, schoolbook",direct,,1061
科,"department, course",理科,りか,science,direct,,1062
亡,"deceased, the late",亡くなる,なくなる,"die, pass away",direct,,1063
忙,"busy, occupied",忙しい,いそがしい,"busy, occupied",direct,,1064
疲,"exhausted, tire",疲れる,つかれる,"get tired, become fatigued",direct,,1065
禁,"prohibition, ban",禁煙,きんえん,"no smoking, giving up smoking",direct,,1066
煙,smoke,禁煙,きんえん,"no smoking, giving up smoking",direct,,1066
煙,smoke,煙草,たばこ,"tobacco, cigarette",direct,,1648
酔,"drunk, feel sick",酔っ払い,よっぱらい,drunk person,direct,,1067
酔,"drunk, feel sick",酔っ払う,よっぱらう,get drunk,direct,,1068
危,"dangerous, fear",危ない,あぶない,"dangerous, uncertain",direct,,1069
危,"dangerous, fear",危険,きけん,"danger, dangerous",direct,,1070
険,"precipitous, inaccessible place",危険,きけん,"danger, dangerous",direct,,1070
存,"exist, suppose",存在,そんざい,"existence, being",direct,,1071
注,"pour, irrigate",注目,ちゅうもく,"attention, notice",figurative,"pour + eye → pouring your gaze → attention, notice",1072
注,"pour, irrigate",注文,ちゅうもん,"order, request",figurative,pour + writing/words → placing a request → order,1073
注,"pour, irrigate",注意,ちゅうい,"attention, care, watch out",figurative,pour + mind/intent → pouring your attention → caution,1076
注,"pour, irrigate",注射,ちゅうしゃ,"shot, injection",figurative,"pour + shoot → ""pouring/shooting in"" → injection",1401
意,"idea, mind",意味,いみ,"meaning, significance",direct,,1074
意,"idea, mind",意見,いけん,opinion,direct,,1075
意,"idea, mind",注意,ちゅうい,"attention, care, watch out",figurative,pour + mind/intent → pouring your attention → caution,1076
意,"idea, mind",用意,ようい,"prepare, ready oneself",direct,,1077
意,"idea, mind",得意,とくい,"one's forte, pride, frequent customer",figurative,"gain + mind/idea → one's strong point, pride",1450
確,"assurance, firm",確か,たしか,"for sure, for certain",direct,,1078
確,"assurance, firm",確認,かくにん,confirmation,direct,,1079
確,"assurance, firm",正確,せいかく,"accurate, precise",direct,,1118
認,"acknowledge, witness",確認,かくにん,confirmation,direct,,1079
械,"contraption, fetter",機械,きかい,machine,direct,,1082
材,"lumber, log",材料,ざいりょう,"ingredients, material",direct,,1083
具,"tool, utensil",具体的,ぐたいてき,"specific, concrete",figurative,"tool/equip + body → ""equipped with a body"" → concrete, specific",1084
具,"tool, utensil",文房具,ぶんぼうぐ,"stationery, writing materials",direct,,1304
基,"fundamentals, radical (chem)",基づく,もとづく,be based on,direct,,1085
基,"fundamentals, radical (chem)",基本,きほん,"basis, foundation",direct,,1086
基,"fundamentals, radical (chem)",基準,きじゅん,"standard, criteria",direct,,1087
準,"semi-, correspond to",基準,きじゅん,"standard, criteria",direct,,1087
準,"semi-, correspond to",準備,じゅんび,"prepare for, ready for",direct,,1090
備,"equip, provision",備える,そなえる,"prepare for (disaster), equip (st) with",direct,,1089
備,"equip, provision",準備,じゅんび,"prepare for, ready for",direct,,1090
設,"establishment, provision",設計,せっけい,"design, plan",direct,,1091
設,"establishment, provision",施設,しせつ,"facilities, institution",direct,,1092
設,"establishment, provision",設ける,もうける,"set up, establish, prepare",direct,,1093
設,"establishment, provision",建設,けんせつ,"construction, establishment",direct,,1278
説,"opinion, theory",説明,せつめい,"explanation, description",direct,,1094
説,"opinion, theory",小説,しょうせつ,"novel, story",direct,,1095
公,"public, prince",公開,こうかい,opening (to the public),direct,,1096
公,"public, prince",公園,こうえん,"park, public garden",direct,,1098
園,"park, garden",公園,こうえん,"park, public garden",direct,,1098
園,"park, garden",動物園,どうぶつえん,zoo,direct,,1099
園,"park, garden",幼稚園,ようちえん,kindergarten,direct,,1670
祭,"ritual, offer prayers",祭り,まつり,festival,direct,,1100
